timestamp,pred_dir,label,mask,close,next_close,pnl_usdt_1btc,cumulative_pnl_usdt_1btc
2026-01-01 00:00:00,0,1.0,0.0,87742.61,87776.18,-33.56999999999243,-33.56999999999243
2026-01-01 00:15:00,0,0.0,0.0,87776.18,87748.89,27.289999999993597,-6.279999999998836
2026-01-01 00:30:00,1,1.0,1.0,87748.89,87809.23,60.33999999999651,54.05999999999767
2026-01-01 00:45:00,0,1.0,1.0,87809.23,88000.0,-190.77000000000407,-136.7100000000064
2026-01-01 01:00:00,0,0.0,1.0,88000.0,87875.22,124.77999999999884,-11.930000000007567
2026-01-01 01:15:00,1,1.0,0.0,87875.22,87886.0,10.779999999998836,-1.1500000000087311
2026-01-01 01:30:00,0,1.0,1.0,87886.0,87960.0,-74.0,-75.15000000000873
2026-01-01 01:45:00,0,1.0,0.0,87960.0,87990.52,-30.520000000004075,-105.6700000000128
2026-01-01 02:00:00,0,0.0,0.0,87990.52,87957.63,32.88999999999942,-72.78000000001339
2026-01-01 02:15:00,0,0.0,0.0,87957.63,87954.16,3.470000000001164,-69.31000000001222
2026-01-01 02:30:00,1,0.0,1.0,87954.16,87914.0,-40.16000000000349,-109.47000000001572
2026-01-01 02:45:00,1,1.0,1.0,87914.0,87984.25,70.25,-39.220000000015716
2026-01-01 03:00:00,0,0.0,1.0,87984.25,87930.65,53.60000000000582,14.379999999990105
2026-01-01 03:15:00,1,1.0,0.0,87930.65,87937.24,6.5900000000110595,20.970000000001164
2026-01-01 03:30:00,1,0.0,1.0,87937.24,87846.02,-91.22000000000116,-70.25
2026-01-01 03:45:00,1,0.0,1.0,87846.02,87650.01,-196.0100000000093,-266.2600000000093
2026-01-01 04:00:00,1,0.0,0.0,87650.01,87632.26,-17.75,-284.0100000000093
2026-01-01 04:15:00,1,0.0,1.0,87632.26,87550.48,-81.77999999999884,-365.79000000000815
2026-01-01 04:30:00,1,1.0,1.0,87550.48,87590.4,39.919999999998254,-325.8700000000099
2026-01-01 04:45:00,1,1.0,1.0,87590.4,87694.61,104.2100000000064,-221.6600000000035
2026-01-01 05:00:00,0,1.0,0.0,87694.61,87708.11,-13.5,-235.1600000000035
